year,region,harvest,anomaly,Latitude,Longitude
1700,Alsace,42.9,-0.91,48.17,7.28
1701,Alsace,35.9,-0.76,48.17,7.28
1702,Alsace,45.0,-1.4,48.17,7.28
1703,Alsace,49.4,-1.21,48.17,7.28
1704,Alsace,30.4,-0.44,48.17,7.28
1705,Alsace,46.9,-0.76,48.17,7.28
1706,Alsace,38.7,-1.04,48.17,7.28
1707,Alsace,44.0,-1.3,48.17,7.28
1708,Alsace,32.0,-1.51,48.17,7.28
1709,Alsace,29.9,-2.13,48.17,7.28
1710,Alsace,37.9,-0.02,48.17,7.28
1711,Alsace,39.4,-0.09,48.17,7.28
1712,Alsace,37.9,-0.37,48.17,7.28
1713,Alsace,44.9,-0.87,48.17,7.28
1714,Alsace,47.9,-0.07,48.17,7.28
1715,Alsace,36.4,-0.07,48.17,7.28
1716,Alsace,44.9,-1.13,48.17,7.28
1717,Alsace,42.0,-0.47,48.17,7.28
1718,Alsace,21.0,-0.22,48.17,7.28
1719,Alsace,40.7,-0.02,48.17,7.28
1720,Alsace,40.7,-0.41,48.17,7.28
1721,Alsace,44.4,-0.6,48.17,7.28
1722,Alsace,37.0,0.79,48.17,7.28
1723,Alsace,38.4,1.46,48.17,7.28
1724,Alsace,39.7,-0.2,48.17,7.28
1725,Alsace,53.9,-0.15,48.17,7.28
1726,Alsace,32.0,-0.06,48.17,7.28
1727,Alsace,35.0,0.79,48.17,7.28
1728,Alsace,40.0,-0.31,48.17,7.28
1729,Alsace,35.9,-0.45,48.17,7.28
1730,Alsace,45.9,0.33,48.17,7.28
1731,Alsace,46.9,-0.26,48.17,7.28
1732,Alsace,36.9,-0.33,48.17,7.28
1733,Alsace,43.4,0.61,48.17,7.28
1734,Alsace,37.7,0.28,48.17,7.28
1735,Alsace,47.9,0.46,48.17,7.28
1736,Alsace,41.7,0.35,48.17,7.28
1737,Alsace,34.7,0.32,48.17,7.28
1738,Alsace,35.0,0.49,48.17,7.28
1739,Alsace,33.7,-0.79,48.17,7.28
1740,Alsace,49.0,-2.47,48.17,7.28
1741,Alsace,45.9,-0.19,48.17,7.28
1742,Alsace,52.9,-1.27,48.17,7.28
1743,Alsace,45.4,0.52,48.17,7.28
1744,Alsace,47.4,-0.59,48.17,7.28
1745,Alsace,47.9,-0.78,48.17,7.28
1747,Alsace,42.4,-0.18,48.17,7.28
1748,Alsace,37.9,-0.36,48.17,7.28
1749,Alsace,40.4,-0.13,48.17,7.28
1750,Alsace,44.0,0.31,48.17,7.28
1751,Alsace,50.9,-0.91,48.17,7.28
1752,Alsace,48.9,0.14,48.17,7.28
1753,Alsace,40.0,-0.89,48.17,7.28
1754,Alsace,47.0,-0.87,48.17,7.28
1755,Alsace,37.9,-0.83,48.17,7.28
1756,Alsace,48.9,-0.29,48.17,7.28
1757,Alsace,45.9,0.05,48.17,7.28
1758,Alsace,48.0,-0.74,48.17,7.28
1759,Alsace,38.3,0.32,48.17,7.28
1760,Alsace,38.8,-0.21,48.17,7.28
1761,Alsace,37.4,0.65,48.17,7.28
1762,Alsace,32.9,0.12,48.17,7.28
1763,Alsace,45.8,-0.15,48.17,7.28
1764,Alsace,38.4,0.4,48.17,7.28
1765,Alsace,45.8,-0.03,48.17,7.28
1766,Alsace,45.9,0.24,48.17,7.28
1767,Alsace,53.3,-0.43,48.17,7.28
1768,Alsace,45.9,-0.53,48.17,7.28
1769,Alsace,41.4,-0.32,48.17,7.28
1770,Alsace,51.0,-0.18,48.17,7.28
1771,Alsace,42.9,-1.02,48.17,7.28
1772,Alsace,39.0,-0.26,48.17,7.28
1773,Alsace,50.8,0.83,48.17,7.28
1774,Alsace,41.9,-0.59,48.17,7.28
1775,Alsace,41.8,0.9,48.17,7.28
1776,Alsace,47.0,-0.25,48.17,7.28
1777,Alsace,51.9,-0.62,48.17,7.28
1778,Alsace,44.0,-0.1,48.17,7.28
1779,Alsace,43.4,1.08,48.17,7.28
1780,Alsace,42.4,-0.59,48.17,7.28
1781,Alsace,33.0,0.38,48.17,7.28
1782,Alsace,51.8,-1.24,48.17,7.28
1783,Alsace,38.0,0.01,48.17,7.28
1784,Alsace,32.9,-1.76,48.17,7.28
1785,Alsace,50.9,-1.68,48.17,7.28
1786,Alsace,47.4,-1.7,48.17,7.28
1787,Alsace,49.8,-0.31,48.17,7.28
1788,Alsace,31.8,-1.08,48.17,7.28
1803,Alsace,49.0,-0.92,48.17,7.28
1804,Alsace,48.0,-0.35,48.17,7.28
1805,Alsace,58.4,-1.38,48.17,7.28
1806,Alsace,39.0,-0.28,48.17,7.28
1807,Alsace,41.0,-0.66,48.17,7.28
1808,Alsace,46.0,-1.15,48.17,7.28
1809,Alsace,51.9,-1.32,48.17,7.28
1810,Alsace,51.0,-1.26,48.17,7.28
1811,Alsace,34.0,0.1,48.17,7.28
1812,Alsace,52.0,-1.77,48.17,7.28
1813,Alsace,49.0,-0.54,48.17,7.28
1814,Alsace,48.0,-1.66,48.17,7.28
1815,Alsace,38.0,-0.7,48.17,7.28
1816,Alsace,54.0,-1.54,48.17,7.28
1817,Alsace,46.0,-0.48,48.17,7.28
1818,Alsace,34.0,0.17,48.17,7.28
1819,Alsace,40.0,-0.01,48.17,7.28
1820,Alsace,42.0,-0.97,48.17,7.28
1821,Alsace,49.0,-0.27,48.17,7.28
1822,Alsace,2.7,0.78,48.17,7.28
1823,Alsace,50.0,-0.66,48.17,7.28
1824,Alsace,44.5,0.07,48.17,7.28
1825,Alsace,36.0,-0.07,48.17,7.28
1826,Alsace,31.0,0.51,48.17,7.28
1827,Alsace,35.0,-0.09,48.17,7.28
1828,Alsace,36.0,-0.12,48.17,7.28
1829,Alsace,34.0,-1.85,48.17,7.28
1830,Alsace,24.0,-0.6,48.17,7.28
1831,Alsace,40.0,-0.12,48.17,7.28
1832,Alsace,47.0,-0.76,48.17,7.28
1833,Alsace,24.0,-0.28,48.17,7.28
1834,Alsace,10.9,0.51,48.17,7.28
1835,Alsace,39.0,-0.55,48.17,7.28
1836,Alsace,39.5,-0.57,48.17,7.28
1837,Alsace,47.5,-0.94,48.17,7.28
1838,Alsace,37.0,-1.75,48.17,7.28
1843,Alsace,39.7,-0.19,48.17,7.28
1844,Alsace,46.7,-1.2,48.17,7.28
1845,Alsace,29.7,-1.25,48.17,7.28
1847,Alsace,34.7,-0.61,48.17,7.28
1848,Alsace,35.5,-0.38,48.17,7.28
1849,Alsace,32.5,-0.71,48.17,7.28
1850,Alsace,33.7,-0.72,48.17,7.28
1851,Alsace,39.5,-0.34,48.17,7.28
1852,Alsace,41.9,-0.08,48.17,7.28
1853,Alsace,42.5,-1.0,48.17,7.28
1854,Alsace,48.0,-0.24,48.17,7.28
1855,Alsace,45.0,-1.43,48.17,7.28
1856,Alsace,47.0,-0.9,48.17,7.28
1857,Alsace,24.0,0.23,48.17,7.28
1858,Alsace,39.1,-0.2,48.17,7.28
1859,Alsace,28.6,0.48,48.17,7.28
1860,Alsace,41.7,-0.99,48.17,7.28
1861,Alsace,37.0,-0.24,48.17,7.28
1862,Alsace,20.0,-0.51,48.17,7.28
1863,Alsace,36.0,0.6,48.17,7.28
1864,Alsace,42.0,-1.22,48.17,7.28
1865,Alsace,18.0,-0.15,48.17,7.28
1866,Alsace,38.1,-0.08,48.17,7.28
1867,Alsace,37.0,-0.96,48.17,7.28
1868,Alsace,17.9,0.55,48.17,7.28
1869,Alsace,30.6,-0.17,48.17,7.28
1870,Alsace,23.0,-0.93,48.17,7.28
1871,Alsace,43.3,-1.47,48.17,7.28
1872,Alsace,37.0,0.52,48.17,7.28
1873,Alsace,36.0,0.06,48.17,7.28
1874,Alsace,28.0,-0.22,48.17,7.28
1875,Alsace,31.0,-1.02,48.17,7.28
1876,Alsace,41.0,-0.55,48.17,7.28
1877,Alsace,42.0,-0.56,48.17,7.28
1878,Alsace,34.0,-0.24,48.17,7.28
1879,Alsace,46.0,-1.52,48.17,7.28
1880,Alsace,41.0,-0.26,48.17,7.28
1881,Alsace,25.8,-1.06,48.17,7.28
1882,Alsace,36.0,-0.07,48.17,7.28
1883,Alsace,35.0,-0.61,48.17,7.28
1884,Alsace,31.0,-0.22,48.17,7.28
1885,Alsace,30.3,-0.73,48.17,7.28
1886,Alsace,29.0,-0.44,48.17,7.28
1887,Alsace,27.0,-0.93,48.17,7.28
1889,Alsace,23.0,-0.87,48.17,7.28
1890,Alsace,37.0,-0.69,48.17,7.28
1891,Alsace,43.0,-0.78,48.17,7.28
1893,Alsace,14.5,-0.5,48.17,7.28
1899,Alsace,36.0,-0.14,48.17,7.28
1900,Alsace,35.0,-0.08,48.17,7.28
1901,Alsace,24.0,-0.53,48.17,7.28
1902,Alsace,45.0,-1.11,48.17,7.28
1903,Alsace,43.0,-0.1,48.17,7.28
1904,Alsace,23.0,-0.16,48.17,7.28
1905,Alsace,24.0,-0.35,48.17,7.28
1906,Alsace,32.0,-0.01,48.17,7.28
1907,Alsace,34.0,-0.58,48.17,7.28
1908,Alsace,21.0,-0.7,48.17,7.28
1909,Alsace,24.0,-1.07,48.17,7.28
1910,Alsace,41.0,-0.14,48.17,7.28
1911,Alsace,25.0,0.38,48.17,7.28
1912,Alsace,31.0,-0.54,48.17,7.28
1913,Alsace,13.0,0.06,48.17,7.28
1919,Alsace,36.0,-0.99,48.17,7.28
1920,Alsace,24.0,0.39,48.17,7.28
1926,Alsace,36.0,0.07,48.17,7.28
1932,Alsace,41.0,0.02,48.17,7.28
1933,Alsace,35.0,-0.41,48.17,7.28
1934,Alsace,11.0,0.92,48.17,7.28
1935,Alsace,27.0,0.02,48.17,7.28
1936,Alsace,24.0,0.1,48.17,7.28
1937,Alsace,15.0,0.28,48.17,7.28
1938,Alsace,34.0,0.45,48.17,7.28
1939,Alsace,40.0,-0.01,48.17,7.28
1940,Alsace,31.0,-1.24,48.17,7.28
1941,Alsace,42.0,-1.03,48.17,7.28
1942,Alsace,37.0,-0.8,48.17,7.28
1943,Alsace,26.0,0.65,48.17,7.28
1944,Alsace,24.0,0.01,48.17,7.28
1945,Alsace,9.0,0.56,48.17,7.28
1946,Alsace,27.0,-0.03,48.17,7.28
1947,Alsace,26.0,0.32,48.17,7.28
1950,Alsace,27.9,0.31,48.17,7.28
1951,Alsace,47.9,0.09,48.17,7.28
1952,Alsace,31.9,-0.18,48.17,7.28
1953,Alsace,35.9,0.31,48.17,7.28
1954,Alsace,47.9,-0.48,48.17,7.28
1955,Alsace,49.9,-0.22,48.17,7.28
1956,Alsace,52.9,-1.19,48.17,7.28
1957,Alsace,44.9,0.17,48.17,7.28
1958,Alsace,38.9,-0.14,48.17,7.28
1959,Alsace,33.9,0.54,48.17,7.28
1960,Alsace,42.9,-0.02,48.17,7.28
1961,Alsace,41.9,0.67,48.17,7.28
1962,Alsace,50.9,-0.67,48.17,7.28
1963,Alsace,46.9,-0.81,48.17,7.28
1964,Alsace,37.9,-0.08,48.17,7.28
1965,Alsace,48.9,-0.69,48.17,7.28
1966,Alsace,42.9,-0.04,48.17,7.28
1967,Alsace,41.9,0.22,48.17,7.28
1968,Alsace,46.9,-0.2,48.17,7.28
1969,Alsace,45.9,-0.38,48.17,7.28
1970,Alsace,47.3,-0.32,48.17,7.28
1971,Alsace,36.3,-0.08,48.17,7.28
1972,Alsace,50.7,-0.25,48.17,7.28
1973,Alsace,45.0,-0.01,48.17,7.28
1974,Alsace,41.7,0.14,48.17,7.28
1975,Alsace,40.7,0.39,48.17,7.28
1976,Alsace,21.7,-0.08,48.17,7.28
1977,Alsace,48.7,0.07,48.17,7.28
1978,Alsace,53.0,-0.46,48.17,7.28
1979,Alsace,43.9,-0.28,48.17,7.28
1980,Alsace,56.7,-0.46,48.17,7.28
1981,Alsace,36.7,-0.05,48.17,7.28
1982,Alsace,42.7,0.51,48.17,7.28
1983,Alsace,38.9,0.64,48.17,7.28
1984,Alsace,50.9,-0.1,48.17,7.28
1985,Alsace,39.9,-0.43,48.17,7.28
1986,Alsace,44.7,-0.1,48.17,7.28
1987,Alsace,49.0,-0.26,48.17,7.28
1988,Alsace,37.9,0.67,48.17,7.28
1989,Alsace,29.9,1.18,48.17,7.28
1990,Alsace,35.7,1.22,48.17,7.28
1991,Alsace,40.7,0.21,48.17,7.28
1992,Alsace,32.9,0.89,48.17,7.28
1993,Alsace,25.9,0.26,48.17,7.28
1994,Alsace,28.0,1.32,48.17,7.28
1995,Alsace,36.7,0.87,48.17,7.28
1996,Alsace,38.7,-0.22,48.17,7.28
1997,Alsace,32.7,0.98,48.17,7.28
1998,Alsace,25.7,0.76,48.17,7.28
1999,Alsace,35.7,1.09,48.17,7.28
2000,Alsace,22.7,1.21,48.17,7.28
2001,Alsace,32.7,0.95,48.17,7.28
2002,Alsace,31.7,1.22,48.17,7.28
2003,Alsace,8.0,1.28,48.17,7.28
2004,Alsace,34.0,0.79,48.17,7.28
2005,Alsace,29.0,0.75,48.17,7.28
1799,Auvergne,46.6,-1.85,45.58,3.17
1800,Auvergne,39.4,-0.47,45.58,3.17
1801,Auvergne,35.4,0.19,45.58,3.17
1802,Auvergne,33.1,-0.3,45.58,3.17
1804,Auvergne,40.6,-0.35,45.58,3.17
1805,Auvergne,51.6,-1.38,45.58,3.17
1806,Auvergne,45.0,-0.28,45.58,3.17
1807,Auvergne,31.6,-0.66,45.58,3.17
1808,Auvergne,50.9,-1.15,45.58,3.17
1809,Auvergne,58.7,-1.32,45.58,3.17
1810,Auvergne,48.3,-1.26,45.58,3.17
1811,Auvergne,24.1,0.1,45.58,3.17
1812,Auvergne,53.7,-1.77,45.58,3.17
1813,Auvergne,53.1,-0.54,45.58,3.17
1814,Auvergne,36.9,-1.66,45.58,3.17
1815,Auvergne,40.0,-0.7,45.58,3.17
1816,Auvergne,65.7,-1.54,45.58,3.17
1817,Auvergne,52.2,-0.48,45.58,3.17
1818,Auvergne,37.8,0.17,45.58,3.17
1819,Auvergne,39.9,-0.01,45.58,3.17
1820,Auvergne,46.7,-0.97,45.58,3.17
1821,Auvergne,53.6,-0.27,45.58,3.17
1822,Auvergne,9.1,0.78,45.58,3.17
1823,Auvergne,50.7,-0.66,45.58,3.17
1824,Auvergne,52.3,0.07,45.58,3.17
1825,Auvergne,30.0,-0.07,45.58,3.17
1826,Auvergne,47.0,0.51,45.58,3.17
1827,Auvergne,41.9,-0.09,45.58,3.17
1828,Auvergne,40.7,-0.12,45.58,3.17
1829,Auvergne,51.8,-1.85,45.58,3.17
1830,Auvergne,35.7,-0.6,45.58,3.17
1831,Auvergne,43.8,-0.12,45.58,3.17
1832,Auvergne,42.6,-0.76,45.58,3.17
1833,Auvergne,43.1,-0.28,45.58,3.17
1834,Auvergne,32.3,0.51,45.58,3.17
1835,Auvergne,50.6,-0.55,45.58,3.17
1836,Auvergne,51.0,-0.57,45.58,3.17
1837,Auvergne,49.6,-0.94,45.58,3.17
1838,Auvergne,48.3,-1.75,45.58,3.17
1839,Auvergne,41.5,-0.69,45.58,3.17
1840,Auvergne,40.8,-1.02,45.58,3.17
1841,Auvergne,42.4,-0.32,45.58,3.17
1842,Auvergne,38.5,-0.27,45.58,3.17
1843,Auvergne,56.6,-0.19,45.58,3.17
1844,Auvergne,35.6,-1.2,45.58,3.17
1845,Auvergne,55.8,-1.25,45.58,3.17
1846,Auvergne,29.8,0.26,45.58,3.17
1847,Auvergne,39.5,-0.61,45.58,3.17
1848,Auvergne,41.0,-0.38,45.58,3.17
1849,Auvergne,41.0,-0.71,45.58,3.17
1850,Auvergne,51.5,-0.72,45.58,3.17
1851,Auvergne,51.6,-0.34,45.58,3.17
1852,Auvergne,46.2,-0.08,45.58,3.17
1853,Auvergne,57.1,-1.0,45.58,3.17
1854,Auvergne,48.0,-0.24,45.58,3.17
1855,Auvergne,51.3,-1.43,45.58,3.17
1856,Auvergne,48.6,-0.9,45.58,3.17
1857,Auvergne,37.4,0.23,45.58,3.17
1858,Auvergne,28.3,-0.2,45.58,3.17
1859,Auvergne,31.8,0.48,45.58,3.17
1860,Auvergne,50.2,-0.99,45.58,3.17
1861,Auvergne,35.8,-0.24,45.58,3.17
1862,Auvergne,33.6,-0.51,45.58,3.17
1863,Auvergne,38.1,0.6,45.58,3.17
1864,Auvergne,38.4,-1.22,45.58,3.17
1865,Auvergne,17.5,-0.15,45.58,3.17
1866,Auvergne,40.7,-0.08,45.58,3.17
1867,Auvergne,39.2,-0.96,45.58,3.17
1868,Auvergne,34.3,0.55,45.58,3.17
1869,Auvergne,34.6,-0.17,45.58,3.17
1870,Auvergne,27.7,-0.93,45.58,3.17
1871,Auvergne,36.3,-1.47,45.58,3.17
1872,Auvergne,40.9,0.52,45.58,3.17
1873,Auvergne,38.6,0.06,45.58,3.17
1874,Auvergne,38.2,-0.22,45.58,3.17
1875,Auvergne,42.3,-1.02,45.58,3.17
1876,Auvergne,42.6,-0.55,45.58,3.17
1877,Auvergne,38.0,-0.56,45.58,3.17
1878,Auvergne,38.5,-0.24,45.58,3.17
1879,Auvergne,48.2,-1.52,45.58,3.17
1751,Auxerre Avalon,43.0,-0.91,,
1752,Auxerre Avalon,39.0,0.14,,
1753,Auxerre Avalon,33.0,-0.89,,
1754,Auxerre Avalon,44.0,-0.87,,
1755,Auxerre Avalon,24.0,-0.83,,
1756,Auxerre Avalon,43.0,-0.29,,
1757,Auxerre Avalon,33.0,0.05,,
1758,Auxerre Avalon,27.0,-0.74,,
1759,Auxerre Avalon,31.0,0.32,,
1760,Auxerre Avalon,29.0,-0.21,,
1761,Auxerre Avalon,28.0,0.65,,
1762,Auxerre Avalon,20.0,0.12,,
1763,Auxerre Avalon,37.0,-0.15,,
1764,Auxerre Avalon,33.0,0.4,,
1765,Auxerre Avalon,37.0,-0.03,,
1766,Auxerre Avalon,43.0,0.24,,
1767,Auxerre Avalon,56.0,-0.43,,
1768,Auxerre Avalon,3.0,-0.53,,
1769,Auxerre Avalon,39.0,-0.32,,
1770,Auxerre Avalon,47.0,-0.18,,
1771,Auxerre Avalon,39.0,-1.02,,
1772,Auxerre Avalon,35.0,-0.26,,
1773,Auxerre Avalon,37.0,0.83,,
1774,Auxerre Avalon,33.0,-0.59,,
1775,Auxerre Avalon,34.0,0.9,,
1776,Auxerre Avalon,44.0,-0.25,,
1777,Auxerre Avalon,46.0,-0.62,,
1778,Auxerre Avalon,35.0,-0.1,,
1779,Auxerre Avalon,27.0,1.08,,
1780,Auxerre Avalon,32.0,-0.59,,
1781,Auxerre Avalon,24.0,0.38,,
1782,Auxerre Avalon,44.0,-1.24,,
1783,Auxerre Avalon,29.0,0.01,,
1784,Auxerre Avalon,20.0,-1.76,,
1785,Auxerre Avalon,33.0,-1.68,,
1786,Auxerre Avalon,46.0,-1.7,,
1787,Auxerre Avalon,45.0,-0.31,,
1788,Auxerre Avalon,22.0,-1.08,,
1789,Auxerre Avalon,42.0,-0.39,,
1790,Auxerre Avalon,37.0,-0.24,,
1791,Auxerre Avalon,33.0,0.31,,
1792,Auxerre Avalon,38.0,-0.43,,
1793,Auxerre Avalon,37.0,0.13,,
1794,Auxerre Avalon,15.0,0.74,,
1795,Auxerre Avalon,35.0,-0.71,,
1796,Auxerre Avalon,40.0,0.02,,
1797,Auxerre Avalon,39.0,0.52,,
1798,Auxerre Avalon,24.0,0.16,,
1800,Auxerre Avalon,32.0,-0.47,,
1801,Auxerre Avalon,35.0,0.19,,
1802,Auxerre Avalon,23.0,-0.3,,
1803,Auxerre Avalon,33.0,-0.92,,
1804,Auxerre Avalon,31.0,-0.35,,
1805,Auxerre Avalon,51.0,-1.38,,
1806,Auxerre Avalon,29.0,-0.28,,
1807,Auxerre Avalon,28.0,-0.66,,
1808,Auxerre Avalon,33.0,-1.15,,
1809,Auxerre Avalon,45.0,-1.32,,
1810,Auxerre Avalon,38.0,-1.26,,
1811,Auxerre Avalon,19.0,0.1,,
1812,Auxerre Avalon,45.0,-1.77,,
1813,Auxerre Avalon,44.0,-0.54,,
1814,Auxerre Avalon,39.5,-1.66,,
1815,Auxerre Avalon,60.0,-0.7,,
1816,Auxerre Avalon,54.0,-1.54,,
1817,Auxerre Avalon,43.0,-0.48,,
1818,Auxerre Avalon,25.0,0.17,,
1819,Auxerre Avalon,34.0,-0.01,,
1820,Auxerre Avalon,41.0,-0.97,,
1821,Auxerre Avalon,48.5,-0.27,,
1822,Auxerre Avalon,2.5,0.78,,
1823,Auxerre Avalon,45.5,-0.66,,
1824,Auxerre Avalon,46.0,0.07,,
1825,Auxerre Avalon,22.5,-0.07,,
1826,Auxerre Avalon,32.0,0.51,,
1827,Auxerre Avalon,32.5,-0.09,,
1828,Auxerre Avalon,36.0,-0.12,,
1829,Auxerre Avalon,44.0,-1.85,,
1830,Auxerre Avalon,32.0,-0.6,,
1831,Auxerre Avalon,27.5,-0.12,,
1832,Auxerre Avalon,35.5,-0.76,,
1833,Auxerre Avalon,32.5,-0.28,,
1834,Auxerre Avalon,22.0,0.51,,
1835,Auxerre Avalon,38.0,-0.55,,
1836,Auxerre Avalon,36.0,-0.57,,
1837,Auxerre Avalon,40.5,-0.94,,
1838,Auxerre Avalon,41.0,-1.75,,
1839,Auxerre Avalon,30.5,-0.69,,
1840,Auxerre Avalon,27.5,-1.02,,
1841,Auxerre Avalon,31.5,-0.32,,
1842,Auxerre Avalon,23.0,-0.27,,
1843,Auxerre Avalon,47.0,-0.19,,
1844,Auxerre Avalon,25.5,-1.2,,
1845,Auxerre Avalon,40.0,-1.25,,
1846,Auxerre Avalon,14.0,0.26,,
1847,Auxerre Avalon,35.0,-0.61,,
1848,Auxerre Avalon,32.0,-0.38,,
1849,Auxerre Avalon,33.0,-0.71,,
1850,Auxerre Avalon,40.5,-0.72,,
1851,Auxerre Avalon,40.0,-0.34,,
1852,Auxerre Avalon,36.5,-0.08,,
1853,Auxerre Avalon,40.5,-1.0,,
1854,Auxerre Avalon,39.5,-0.24,,
1855,Auxerre Avalon,38.0,-1.43,,
1856,Auxerre Avalon,36.5,-0.9,,
1857,Auxerre Avalon,22.0,0.23,,
1858,Auxerre Avalon,22.0,-0.2,,
1859,Auxerre Avalon,23.0,0.48,,
1860,Auxerre Avalon,45.0,-0.99,,
1861,Auxerre Avalon,29.0,-0.24,,
1862,Auxerre Avalon,25.0,-0.51,,
1863,Auxerre Avalon,32.0,0.6,,
1864,Auxerre Avalon,29.0,-1.22,,
1865,Auxerre Avalon,11.0,-0.15,,
1866,Auxerre Avalon,32.0,-0.08,,
1867,Auxerre Avalon,31.5,-0.96,,
1868,Auxerre Avalon,12.0,0.55,,
1869,Auxerre Avalon,24.5,-0.17,,
1870,Auxerre Avalon,15.0,-0.93,,
1871,Auxerre Avalon,32.0,-1.47,,
1872,Auxerre Avalon,29.0,0.52,,
1873,Auxerre Avalon,33.0,0.06,,
1874,Auxerre Avalon,17.5,-0.22,,
1875,Auxerre Avalon,25.0,-1.02,,
1876,Auxerre Avalon,34.5,-0.55,,
1877,Auxerre Avalon,31.5,-0.56,,
1878,Auxerre Avalon,34.0,-0.24,,
1879,Auxerre Avalon,48.5,-1.52,,
1892,Beaujolais Maconnais,13.0,-0.9,,
1893,Beaujolais Maconnais,-6.0,-0.5,,
1894,Beaujolais Maconnais,15.0,-0.07,,
1895,Beaujolais Maconnais,15.0,-0.74,,
1896,Beaujolais Maconnais,24.0,-0.49,,
1897,Beaujolais Maconnais,19.0,-0.08,,
1898,Beaujolais Maconnais,26.0,0.2,,
1899,Beaujolais Maconnais,19.0,-0.14,,
1900,Beaujolais Maconnais,18.0,-0.08,,
1901,Beaujolais Maconnais,10.0,-0.53,,
1902,Beaujolais Maconnais,27.0,-1.11,,
1903,Beaujolais Maconnais,30.0,-0.1,,
1904,Beaujolais Maconnais,9.0,-0.16,,
1905,Beaujolais Maconnais,15.0,-0.35,,
1906,Beaujolais Maconnais,8.0,-0.01,,
1907,Beaujolais Maconnais,24.0,-0.58,,
1908,Beaujolais Maconnais,13.0,-0.7,,
1909,Beaujolais Maconnais,27.0,-1.07,,
1911,Beaujolais Maconnais,9.0,0.38,,
1912,Beaujolais Maconnais,17.0,-0.54,,
1914,Beaujolais Maconnais,26.0,0.08,,
1915,Beaujolais Maconnais,13.0,-0.78,,
1916,Beaujolais Maconnais,29.0,-0.2,,
1917,Beaujolais Maconnais,13.0,-0.95,,
1918,Beaujolais Maconnais,24.0,-0.14,,
1919,Beaujolais Maconnais,22.0,-0.99,,
1929,Beaujolais Maconnais,18.0,-0.67,,
1930,Beaujolais Maconnais,22.0,0.4,,
1931,Beaujolais Maconnais,14.0,-0.67,,
1932,Beaujolais Maconnais,29.0,0.02,,
1933,Beaujolais Maconnais,15.0,-0.41,,
1934,Beaujolais Maconnais,4.0,0.92,,
1935,Beaujolais Maconnais,16.0,0.02,,
1936,Beaujolais Maconnais,19.0,0.1,,
1937,Beaujolais Maconnais,8.0,0.28,,
1939,Beaujolais Maconnais,27.0,-0.01,,
1940,Beaujolais Maconnais,19.0,-1.24,,
1941,Beaujolais Maconnais,27.0,-1.03,,
1942,Beaujolais Maconnais,14.0,-0.8,,
1943,Beaujolais Maconnais,5.0,0.65,,
1944,Beaujolais Maconnais,18.0,0.01,,
1945,Beaujolais Maconnais,1.0,0.56,,
1946,Beaujolais Maconnais,17.0,-0.03,,
1947,Beaujolais Maconnais,6.0,0.32,,
1948,Beaujolais Maconnais,15.0,0.58,,
1949,Beaujolais Maconnais,12.0,0.88,,
1950,Beaujolais Maconnais,9.0,0.31,,
1951,Beaujolais Maconnais,30.0,0.09,,
1952,Beaujolais Maconnais,6.0,-0.18,,
1953,Beaujolais Maconnais,11.0,0.31,,
1954,Beaujolais Maconnais,25.0,-0.48,,
1955,Beaujolais Maconnais,23.0,-0.22,,
1956,Beaujolais Maconnais,38.0,-1.19,,
1957,Beaujolais Maconnais,21.0,0.17,,
1958,Beaujolais Maconnais,26.0,-0.14,,
1959,Beaujolais Maconnais,10.0,0.54,,
1960,Beaujolais Maconnais,12.0,-0.02,,
1961,Beaujolais Maconnais,39.0,0.67,,
1962,Beaujolais Maconnais,26.0,-0.67,,
1963,Beaujolais Maconnais,31.0,-0.81,,
1964,Beaujolais Maconnais,15.0,-0.08,,
1965,Beaujolais Maconnais,34.0,-0.69,,
1966,Beaujolais Maconnais,16.0,-0.04,,
1967,Beaujolais Maconnais,28.0,0.22,,
1968,Beaujolais Maconnais,27.0,-0.2,,
1969,Beaujolais Maconnais,30.0,-0.38,,
1970,Beaujolais Maconnais,25.0,-0.32,,
1971,Beaujolais Maconnais,18.0,-0.08,,
1972,Beaujolais Maconnais,28.0,-0.25,,
1973,Beaujolais Maconnais,21.0,-0.01,,
1974,Beaujolais Maconnais,23.0,0.14,,
1975,Beaujolais Maconnais,25.0,0.39,,
1976,Beaujolais Maconnais,6.0,-0.08,,
1662,Bordeaux,19.5,0.13,45.18,-0.75
1663,Bordeaux,28.5,-0.44,45.18,-0.75
1665,Bordeaux,21.5,-0.73,45.18,-0.75
1666,Bordeaux,12.8,0.03,45.18,-0.75
1675,Bordeaux,60.0,-1.63,45.18,-0.75
1691,Bordeaux,21.0,-1.34,45.18,-0.75
1696,Bordeaux,34.5,-0.99,45.18,-0.75
1697,Bordeaux,19.5,-1.46,45.18,-0.75
1698,Bordeaux,46.5,-1.84,45.18,-0.75
1699,Bordeaux,25.5,-0.68,45.18,-0.75
1733,Bordeaux,22.0,0.61,45.18,-0.75
1735,Bordeaux,42.0,0.46,45.18,-0.75
1736,Bordeaux,18.0,0.35,45.18,-0.75
1737,Bordeaux,15.0,0.32,45.18,-0.75
1738,Bordeaux,30.0,0.49,45.18,-0.75
1741,Bordeaux,14.0,-0.19,45.18,-0.75
1746,Bordeaux,30.0,-0.67,45.18,-0.75
1747,Bordeaux,26.0,-0.18,45.18,-0.75
1749,Bordeaux,31.0,-0.13,45.18,-0.75
